customer_id,city,loyalty_tier,last_purchase_date,recency_days,frequency,monetary_value,R_score,F_score,M_score,RFM_Score,Segment
2386.0,Tallinn,,2024-04-14,320,3,515.5899999999999,2,3,2,7,Potential
2387.0,Tartu,bronze,2024-12-16,74,3,1422.89,4,3,4,11,Loyal
2388.0,Tartu,,2024-07-20,223,2,1098.67,2,2,4,8,Potential
2389.0,Tartu,silver,2024-10-21,130,2,361.25,3,2,2,7,Potential
2390.0,Tartu,,2024-11-27,93,5,1336.33,4,5,4,13,VIP Champions
2392.0,Kuressaare,silver,2024-02-26,368,2,475.53999999999996,1,2,2,5,At Risk
2393.0,Tallinn,bronze,2024-08-30,182,1,437.68,3,1,2,6,At Risk
2394.0,Tallinn,,2025-02-20,8,4,1319.6699999999998,5,4,4,13,VIP Champions
2395.0,Tallinn,bronze,2023-05-09,661,1,72.6,1,1,1,3,Lost
2396.0,Narva,gold,2025-02-05,23,6,1899.01,5,5,5,15,VIP Champions
2397.0,Rakvere,,2024-07-12,231,4,2847.6800000000003,2,4,5,11,Loyal
2398.0,Tallinn,silver,2024-09-09,172,1,459.76,3,1,2,6,At Risk
2399.0,Tartu,,2024-03-18,347,1,209.05,1,1,1,3,Lost
2400.0,Kuressaare,,2026-03-12,-377,3,1333.62,5,3,4,12,Loyal
2401.0,Tallinn,bronze,2024-12-24,66,2,731.37,4,2,3,9,Potential
2402.0,Tallinn,,2024-03-22,343,3,1121.33,1,3,4,8,Potential
2403.0,Valga,gold,2024-12-08,82,3,1021.44,4,3,4,11,Loyal
2404.0,Paide,gold,2024-12-31,59,4,912.02,5,4,3,12,Loyal
2405.0,Jõhvi,,2023-09-15,532,3,408.0,1,3,2,6,At Risk
2406.0,Tallinn,,2024-10-25,126,1,482.26,3,1,2,6,At Risk
2407.0,Kuressaare,gold,2026-01-07,-313,4,1279.5900000000001,5,4,4,13,VIP Champions
2409.0,Jõhvi,silver,2025-01-04,55,4,810.53,5,4,3,12,Loyal
2410.0,Tallinn,,2025-02-14,14,3,374.72,5,3,2,10,Loyal
2411.0,Tartu,silver,2024-11-29,91,1,221.19,4,1,1,6,At Risk
2412.0,Tallinn,,2024-07-02,241,1,50.85,2,1,1,4,At Risk
2413.0,Narva,gold,2024-10-25,126,3,338.6,3,3,1,7,Potential
2414.0,Tartu,silver,2025-02-05,23,2,405.96,5,2,2,9,Potential
2415.0,Tallinn,,2025-02-17,11,1,251.96,5,1,1,7,Potential
2416.0,Tartu,gold,2024-02-26,368,3,407.07,1,3,2,6,At Risk
2417.0,Tartu,,2024-09-23,158,3,626.9399999999999,3,3,2,8,Potential
2418.0,Tallinn,,2024-07-26,217,3,795.5400000000001,2,3,3,8,Potential
2419.0,Viljandi,,2024-02-28,366,2,177.6,1,2,1,4,At Risk
2420.0,Tallinn,,2024-10-08,143,4,1671.24,3,4,5,12,Loyal
2422.0,Tartu,silver,2024-05-07,297,5,759.27,2,5,3,10,Loyal
2423.0,Jõhvi,,2024-08-04,208,7,1475.29,2,5,5,12,Loyal
2424.0,Tartu,silver,2024-09-30,151,3,900.62,3,3,3,9,Potential
2425.0,Pärnu,silver,2024-09-21,160,4,1834.12,3,4,5,12,Loyal
2427.0,Viljandi,bronze,2024-05-08,296,3,940.88,2,3,3,8,Potential
2428.0,Tallinn,bronze,2024-12-06,84,1,405.14,4,1,2,7,Potential
2429.0,Tartu,bronze,2024-11-19,101,4,850.8299999999999,4,4,3,11,Loyal
2430.0,Tallinn,silver,2024-08-22,190,2,590.73,3,2,2,7,Potential
2431.0,Tallinn,gold,2024-08-13,199,3,845.0799999999999,3,3,3,9,Potential
2432.0,Tallinn,silver,2025-01-24,35,3,797.23,5,3,3,11,Loyal
2433.0,Tallinn,gold,2024-03-26,339,2,261.84000000000003,1,2,1,4,At Risk
2434.0,Tallinn,silver,2025-02-08,20,4,849.14,5,4,3,12,Loyal
2435.0,Tallinn,,2024-12-14,76,5,755.3499999999999,4,5,3,12,Loyal
2436.0,Tartu,silver,2024-08-19,193,3,1025.57,3,3,4,10,Loyal
2439.0,Pärnu,bronze,2025-02-22,6,4,540.62,5,4,2,11,Loyal
2440.0,Tallinn,bronze,2023-11-03,483,3,645.47,1,3,3,7,Potential
2441.0,Tallinn,gold,2024-03-26,339,3,1634.1200000000001,1,3,5,9,Potential
2442.0,Kuressaare,silver,2025-01-18,41,2,1423.93,5,2,4,11,Loyal
2443.0,Tallinn,,2024-10-20,131,3,1437.3000000000002,3,3,5,11,Loyal
2445.0,Tallinn,bronze,2024-12-03,87,1,307.27,4,1,1,6,At Risk
2446.0,Tartu,bronze,2023-07-24,585,1,54.95,1,1,1,3,Lost
2448.0,Tallinn,silver,2023-08-26,552,1,542.7,1,1,2,4,At Risk
2449.0,Rakvere,silver,2024-03-10,355,2,725.58,1,2,3,6,At Risk
2450.0,Tartu,,2024-09-08,173,2,1057.95,3,2,4,9,Potential
2451.0,Tallinn,,2025-02-14,14,2,1317.1799999999998,5,2,4,11,Loyal
2454.0,Pärnu,bronze,2024-06-30,243,2,385.65,2,2,2,6,At Risk
2456.0,Tallinn,gold,2025-01-10,49,5,2096.27,5,5,5,15,VIP Champions
2457.0,Viljandi,silver,2024-07-04,239,6,1147.49,2,5,4,11,Loyal
2458.0,Tartu,,2024-09-14,167,3,464.15999999999997,3,3,2,8,Potential
2459.0,Tartu,,2025-01-04,55,1,53.24,5,1,1,7,Potential
2460.0,Tallinn,silver,2024-12-29,61,3,530.46,4,3,2,9,Potential
2461.0,Tallinn,,2024-04-23,311,3,1217.47,2,3,4,9,Potential
2462.0,Narva,silver,2023-10-16,501,3,642.23,1,3,3,7,Potential
2463.0,Tallinn,,2024-08-07,205,5,1580.6100000000001,2,5,5,12,Loyal
2464.0,Pärnu,bronze,2024-12-31,59,3,626.3,5,3,2,10,Loyal
2466.0,Kuressaare,bronze,2024-04-05,329,1,104.08,1,1,1,3,Lost
2468.0,Narva,,2024-09-21,160,1,53.01,3,1,1,5,At Risk
2469.0,Valga,bronze,2024-08-29,183,6,2130.7400000000002,3,5,5,13,VIP Champions
2471.0,Rakvere,bronze,2024-10-01,150,2,806.5,3,2,3,8,Potential
2472.0,Tartu,,2024-12-23,67,3,650.55,4,3,3,10,Loyal
2474.0,Tallinn,,2024-12-20,70,3,485.98,4,3,2,9,Potential
2475.0,Tallinn,bronze,2024-07-06,237,4,1341.42,2,4,4,10,Loyal
2476.0,Pärnu,bronze,2023-11-11,475,1,62.56,1,1,1,3,Lost
2477.0,Tartu,,2024-08-13,199,1,654.14,3,1,3,7,Potential
2479.0,Tartu,gold,2024-08-28,184,4,489.48,3,4,2,9,Potential
2481.0,Tartu,,2024-07-25,218,4,1256.58,2,4,4,10,Loyal
2482.0,Tallinn,,2024-09-26,155,2,541.07,3,2,2,7,Potential
2483.0,Jõhvi,bronze,2024-08-28,184,2,553.04,3,2,2,7,Potential
2484.0,Tartu,,2024-10-23,128,4,1662.94,3,4,5,12,Loyal
2485.0,Viljandi,gold,2024-12-16,74,5,955.93,4,5,3,12,Loyal
2486.0,Pärnu,,2025-02-20,8,6,1594.74,5,5,5,15,VIP Champions
2487.0,Narva,,2025-02-13,15,5,1205.61,5,5,4,14,VIP Champions
2488.0,Valga,bronze,2024-08-27,185,1,723.39,3,1,3,7,Potential
2489.0,Viljandi,,2024-07-24,219,2,222.07,2,2,1,5,At Risk
2490.0,Tallinn,,2024-10-05,146,3,1880.98,3,3,5,11,Loyal
2491.0,Pärnu,bronze,2024-10-21,130,3,511.55,3,3,2,8,Potential
2492.0,Valga,bronze,2024-09-30,151,2,632.6700000000001,3,2,3,8,Potential
2493.0,Viljandi,silver,2024-02-07,387,2,720.3,1,2,3,6,At Risk
2494.0,Tallinn,silver,2024-10-19,132,5,1107.18,3,5,4,12,Loyal
2495.0,Tallinn,gold,2025-02-22,6,25,5684.81,5,5,5,15,VIP Champions
2496.0,Tallinn,,2023-09-19,528,1,269.85,1,1,1,3,Lost
2497.0,Tallinn,,2024-07-05,238,1,124.35,2,1,1,4,At Risk
2498.0,Tartu,silver,2024-04-15,319,3,1587.8999999999999,2,3,5,10,Loyal
2500.0,Võru,silver,2024-08-13,199,5,2226.05,3,5,5,13,VIP Champions
2501.0,Tartu,,2025-02-14,14,1,581.1,5,1,2,8,Potential
2503.0,Tallinn,gold,2023-10-31,486,4,2000.92,1,4,5,10,Loyal
2504.0,Narva,,2023-12-16,440,5,796.61,1,5,3,9,Potential
2505.0,Tartu,,2024-12-27,63,1,29.48,4,1,1,6,At Risk
2506.0,Pärnu,,2024-09-18,163,1,134.58,3,1,1,5,At Risk
2509.0,Valga,,2024-12-23,67,3,1179.84,4,3,4,11,Loyal
2510.0,Narva,,2024-08-20,192,4,308.45,3,4,1,8,Potential
2511.0,Tallinn,bronze,2024-09-24,157,4,801.99,3,4,3,10,Loyal
2513.0,Tallinn,bronze,2024-12-26,64,6,1513.26,4,5,5,14,VIP Champions
2514.0,Tallinn,silver,2025-12-07,-282,4,1173.6599999999999,5,4,4,13,VIP Champions
2515.0,Tartu,,2024-12-22,68,3,899.3299999999999,4,3,3,10,Loyal
2516.0,Tallinn,bronze,2024-08-05,207,1,254.76,2,1,1,4,At Risk
2517.0,Pärnu,bronze,2025-01-22,37,2,164.07,5,2,1,8,Potential
2518.0,Narva,silver,2023-06-18,621,3,297.8,1,3,1,5,At Risk
2519.0,Tallinn,,2024-11-18,102,4,1300.29,4,4,4,12,Loyal
2520.0,Tartu,,2023-11-29,457,1,81.48,1,1,1,3,Lost
2521.0,Tartu,gold,2025-01-04,55,2,316.69,5,2,1,8,Potential
2522.0,Tallinn,,2025-01-28,31,3,1264.56,5,3,4,12,Loyal
2523.0,Tallinn,,2024-12-03,87,1,234.1,4,1,1,6,At Risk
2524.0,Tallinn,bronze,2024-06-06,267,4,868.85,2,4,3,9,Potential
2526.0,Valga,,2024-07-20,223,2,857.97,2,2,3,7,Potential
2528.0,Valga,,2024-04-17,317,1,136.3,2,1,1,4,At Risk
2529.0,Tallinn,,2024-09-20,161,3,996.3699999999999,3,3,4,10,Loyal
2530.0,Tallinn,silver,2024-10-27,124,5,1473.03,3,5,5,13,VIP Champions
2533.0,Tartu,gold,2024-01-17,408,4,923.7900000000001,1,4,3,8,Potential
2534.0,Tallinn,gold,2024-06-08,265,4,850.0,2,4,3,9,Potential
2535.0,Tallinn,,2024-11-25,95,5,741.12,4,5,3,12,Loyal
2536.0,Tallinn,,2024-12-01,89,4,1202.21,4,4,4,12,Loyal
2537.0,Tallinn,silver,2024-06-27,246,2,683.55,2,2,3,7,Potential
2538.0,Pärnu,silver,2025-02-20,8,4,1888.48,5,4,5,14,VIP Champions
2539.0,Tallinn,gold,2024-12-14,76,3,1034.97,4,3,4,11,Loyal
2540.0,Pärnu,bronze,2023-12-26,430,1,347.84,1,1,2,4,At Risk
2542.0,Tallinn,,2024-08-23,189,3,1523.18,3,3,5,11,Loyal
2543.0,Narva,gold,2023-12-18,438,2,458.26000000000005,1,2,2,5,At Risk
2544.0,Tallinn,bronze,2025-02-19,9,2,635.51,5,2,3,10,Loyal
2545.0,Tallinn,bronze,2025-01-24,35,2,670.14,5,2,3,10,Loyal
2546.0,Tartu,silver,2023-07-25,584,4,1717.25,1,4,5,10,Loyal
2547.0,Rakvere,,2023-06-04,635,2,471.65000000000003,1,2,2,5,At Risk
2548.0,Tartu,bronze,2024-05-05,299,4,722.23,2,4,3,9,Potential
2549.0,Pärnu,silver,2024-10-30,121,6,1295.54,3,5,4,12,Loyal
2551.0,Kuressaare,,2024-12-25,65,4,1034.58,4,4,4,12,Loyal
2552.0,Tallinn,gold,2024-06-06,267,4,1359.9499999999998,2,4,4,10,Loyal
2553.0,Tallinn,silver,2024-08-01,211,2,1323.46,2,2,4,8,Potential
2554.0,Tartu,,2024-06-08,265,3,683.99,2,3,3,8,Potential
2555.0,Valga,silver,2024-07-12,231,4,1801.08,2,4,5,11,Loyal
2556.0,Tallinn,gold,2024-11-11,109,4,861.49,4,4,3,11,Loyal
2557.0,Tallinn,silver,2024-08-17,195,2,273.21999999999997,3,2,1,6,At Risk
2558.0,Kuressaare,,2024-09-06,175,11,2733.29,3,5,5,13,VIP Champions
2559.0,Tallinn,,2024-11-02,118,3,465.48,4,3,2,9,Potential
2561.0,Tallinn,silver,2024-11-16,104,5,794.34,4,5,3,12,Loyal
2563.0,Tallinn,bronze,2024-12-14,76,4,772.9200000000001,4,4,3,11,Loyal
2564.0,Tallinn,silver,2025-01-27,32,6,994.52,5,5,4,14,VIP Champions
2565.0,Kuressaare,bronze,2025-01-29,30,1,35.94,5,1,1,7,Potential
2566.0,Tallinn,,2024-12-20,70,3,337.40999999999997,4,3,1,8,Potential
2567.0,Tallinn,,2024-10-19,132,3,1072.28,3,3,4,10,Loyal
2569.0,Tallinn,silver,2024-06-28,245,1,331.59,2,1,1,4,At Risk
2570.0,Tartu,,2024-12-02,88,2,625.5,4,2,2,8,Potential
2572.0,Tallinn,gold,2025-01-03,56,4,1380.03,5,4,4,13,VIP Champions
2574.0,Jõhvi,gold,2024-01-11,414,3,1315.6399999999999,1,3,4,8,Potential
2575.0,Tartu,bronze,2024-09-17,164,2,996.84,3,2,4,9,Potential
2576.0,Tallinn,,2024-08-13,199,1,301.97,3,1,1,5,At Risk
2577.0,Haapsalu,,2024-12-23,67,5,1307.73,4,5,4,13,VIP Champions
2578.0,Tallinn,bronze,2024-04-30,304,3,1054.88,2,3,4,9,Potential
2579.0,Võru,silver,2024-08-21,191,3,1197.24,3,3,4,10,Loyal
2580.0,Pärnu,,2024-12-23,67,4,706.78,4,4,3,11,Loyal
2581.0,Tallinn,,2024-09-15,166,2,504.93,3,2,2,7,Potential
2583.0,Võru,,2024-10-31,120,1,562.38,3,1,2,6,At Risk
2585.0,Tartu,silver,2024-01-02,423,3,649.45,1,3,3,7,Potential
2586.0,Tartu,,2024-12-13,77,2,283.45000000000005,4,2,1,7,Potential
2588.0,Tallinn,bronze,2024-10-07,144,3,871.94,3,3,3,9,Potential
2589.0,Pärnu,gold,2024-10-02,149,2,803.56,3,2,3,8,Potential
2590.0,Viljandi,,2024-07-24,219,1,564.58,2,1,2,5,At Risk
2591.0,Tartu,silver,2024-08-16,196,2,385.15999999999997,3,2,2,7,Potential
2592.0,Valga,,2024-11-28,92,3,998.67,4,3,4,11,Loyal
2593.0,Pärnu,,2024-06-26,247,2,1220.1799999999998,2,2,4,8,Potential
2594.0,Tartu,bronze,2024-03-30,335,1,184.15,1,1,1,3,Lost
2596.0,Tartu,,2023-10-28,489,3,690.89,1,3,3,7,Potential
2597.0,Haapsalu,bronze,2025-02-18,10,5,774.86,5,5,3,13,VIP Champions
2598.0,Pärnu,bronze,2024-09-11,170,3,853.62,3,3,3,9,Potential
2599.0,Tallinn,,2023-02-21,738,1,583.44,1,1,2,4,At Risk
2600.0,Tallinn,gold,2024-04-30,304,1,221.89,2,1,1,4,At Risk
2601.0,Tallinn,gold,2023-12-11,445,1,282.95,1,1,1,3,Lost
2602.0,Haapsalu,silver,2024-03-12,353,1,351.33,1,1,2,4,At Risk
2603.0,Tallinn,gold,2025-01-18,41,4,1133.42,5,4,4,13,VIP Champions
2608.0,Pärnu,gold,2023-07-26,583,2,920.6899999999999,1,2,3,6,At Risk
2609.0,Haapsalu,gold,2024-09-03,178,7,1494.74,3,5,5,13,VIP Champions
2610.0,Narva,,2023-07-15,594,2,470.85,1,2,2,5,At Risk
2611.0,Tartu,silver,2025-02-13,15,4,1048.93,5,4,4,13,VIP Champions
2612.0,Tallinn,gold,2025-01-08,51,4,390.59000000000003,5,4,2,11,Loyal
2613.0,Pärnu,silver,2023-11-01,485,4,1198.8000000000002,1,4,4,9,Potential
2614.0,Tallinn,gold,2023-09-16,531,2,332.77000000000004,1,2,1,4,At Risk
2615.0,Pärnu,,2024-09-21,160,2,744.8,3,2,3,8,Potential
2616.0,Narva,silver,2024-07-12,231,3,1493.9600000000003,2,3,5,10,Loyal
2617.0,Tartu,gold,2024-12-13,77,4,1554.0300000000002,4,4,5,13,VIP Champions
2618.0,Tallinn,silver,2024-09-11,170,6,1351.18,3,5,4,12,Loyal
2619.0,Tallinn,silver,2024-12-21,69,6,2185.9,4,5,5,14,VIP Champions
2620.0,Viljandi,silver,2024-09-04,177,4,1303.41,3,4,4,11,Loyal
2622.0,Tartu,,2024-03-18,347,4,937.55,1,4,3,8,Potential
2623.0,Pärnu,silver,2023-10-08,509,1,253.8,1,1,1,3,Lost
2624.0,Tallinn,silver,2024-09-24,157,1,155.2,3,1,1,5,At Risk
2625.0,Tallinn,gold,2023-09-02,545,1,67.75,1,1,1,3,Lost
2626.0,Tartu,silver,2024-05-22,282,2,797.3800000000001,2,2,3,7,Potential
2627.0,Pärnu,silver,2024-08-26,186,6,1345.75,3,5,4,12,Loyal
2628.0,Tallinn,bronze,2024-04-23,311,2,416.48,2,2,2,6,At Risk
2629.0,Viljandi,silver,2024-08-10,202,6,3990.98,3,5,5,13,VIP Champions
2630.0,Viljandi,gold,2024-05-22,282,2,406.52000000000004,2,2,2,6,At Risk
2631.0,Narva,,2024-08-23,189,6,1793.45,3,5,5,13,VIP Champions
2632.0,Viljandi,silver,2024-11-29,91,6,1805.58,4,5,5,14,VIP Champions
2633.0,Pärnu,gold,2024-12-28,62,1,123.64,4,1,1,6,At Risk
2634.0,Tartu,gold,2024-08-11,201,2,625.5,3,2,2,7,Potential
2635.0,Pärnu,gold,2024-11-13,107,3,792.44,4,3,3,10,Loyal
2636.0,Tallinn,silver,2024-05-06,298,5,1675.4499999999998,2,5,5,12,Loyal
2638.0,Jõhvi,silver,2024-12-21,69,6,740.53,4,5,3,12,Loyal
2639.0,Pärnu,,2025-01-29,30,4,1062.87,5,4,4,13,VIP Champions
2640.0,Haapsalu,,2024-04-14,320,2,368.75,2,2,2,6,At Risk
2641.0,Tallinn,gold,2023-07-15,594,4,836.8199999999999,1,4,3,8,Potential
2642.0,Tallinn,bronze,2024-03-26,339,4,1441.35,1,4,5,10,Loyal
2643.0,Haapsalu,silver,2024-08-21,191,2,280.09,3,2,1,6,At Risk
2644.0,Võru,,2023-07-15,594,2,636.4699999999999,1,2,3,6,At Risk
2645.0,Kuressaare,,2024-11-25,95,4,1007.98,4,4,4,12,Loyal
2646.0,Tallinn,,2024-11-01,119,1,828.6,4,1,3,8,Potential
2649.0,Tallinn,,2024-02-01,393,1,172.28,1,1,1,3,Lost
2650.0,Jõhvi,silver,2024-07-30,213,1,147.8,2,1,1,4,At Risk
2652.0,Tallinn,silver,2024-09-20,161,6,2920.5299999999997,3,5,5,13,VIP Champions
2653.0,Pärnu,bronze,2024-12-26,64,5,1821.35,4,5,5,14,VIP Champions
2654.0,Pärnu,silver,2024-11-19,101,2,306.39,4,2,1,7,Potential
2657.0,Pärnu,bronze,2025-01-03,56,5,512.59,5,5,2,12,Loyal
2658.0,Narva,silver,2023-08-28,550,1,48.85,1,1,1,3,Lost
2659.0,Viljandi,gold,2024-05-17,287,4,1387.4099999999999,2,4,4,10,Loyal
2660.0,Narva,,2024-12-29,61,4,1074.93,4,4,4,12,Loyal
2661.0,Tallinn,,2024-12-23,67,1,107.67,4,1,1,6,At Risk
2662.0,Viljandi,silver,2024-10-30,121,2,555.01,3,2,2,7,Potential
2663.0,Tallinn,bronze,2024-07-07,236,1,371.05,2,1,2,5,At Risk
2664.0,Rakvere,bronze,2024-09-05,176,2,503.48,3,2,2,7,Potential
2665.0,Rakvere,,2023-11-10,476,1,41.79,1,1,1,3,Lost
2666.0,Tallinn,bronze,2024-01-01,424,2,2123.64,1,2,5,8,Potential
2667.0,Tallinn,silver,2023-07-29,580,1,388.92,1,1,2,4,At Risk
2668.0,Tallinn,,2023-07-03,606,3,734.03,1,3,3,7,Potential
2670.0,Rakvere,silver,2024-03-01,364,1,158.94,1,1,1,3,Lost
2671.0,Tallinn,bronze,2024-11-07,113,4,1214.71,4,4,4,12,Loyal
2672.0,Tallinn,,2024-10-21,130,8,2281.66,3,5,5,13,VIP Champions
2673.0,Tartu,silver,2024-08-26,186,2,191.68,3,2,1,6,At Risk
2674.0,Viljandi,,2025-02-20,8,3,1044.1200000000001,5,3,4,12,Loyal
2675.0,Tallinn,silver,2024-11-03,117,2,534.09,4,2,2,8,Potential
2676.0,Paide,bronze,2024-09-14,167,4,1040.8,3,4,4,11,Loyal
2677.0,Pärnu,silver,2023-01-07,783,1,139.74,1,1,1,3,Lost
2678.0,Tallinn,silver,2024-10-15,136,4,1479.59,3,4,5,12,Loyal
2681.0,Pärnu,silver,2024-03-19,346,2,756.64,1,2,3,6,At Risk
2682.0,Tallinn,silver,2024-03-01,364,3,382.18,1,3,2,6,At Risk
2683.0,Kuressaare,,2024-08-31,181,3,951.3199999999999,3,3,3,9,Potential
2684.0,Pärnu,,2025-01-02,57,6,3287.9300000000003,5,5,5,15,VIP Champions
2685.0,Tallinn,bronze,2024-11-25,95,1,51.58,4,1,1,6,At Risk
2686.0,Tallinn,,2024-08-24,188,3,861.4,3,3,3,9,Potential
2687.0,Tartu,,2025-01-13,46,4,2554.02,5,4,5,14,VIP Champions
2689.0,Pärnu,,2024-02-14,380,3,741.8499999999999,1,3,3,7,Potential
2690.0,Haapsalu,,2024-03-31,334,7,1927.3799999999999,1,5,5,11,Loyal
2691.0,Tallinn,gold,2024-08-08,204,3,1016.21,2,3,4,9,Potential
2692.0,Tallinn,,2025-01-07,52,3,404.83000000000004,5,3,2,10,Loyal
2693.0,Tallinn,bronze,2024-12-20,70,3,1674.44,4,3,5,12,Loyal
2695.0,Tallinn,bronze,2024-04-15,319,1,154.71,2,1,1,4,At Risk
2696.0,Tartu,bronze,2025-02-26,2,5,2096.5,5,5,5,15,VIP Champions
2697.0,Tallinn,,2024-11-27,93,2,611.6,4,2,2,8,Potential
2700.0,Jõhvi,gold,2024-10-21,130,2,565.53,3,2,2,7,Potential
2702.0,Tallinn,,2024-06-23,250,4,679.32,2,4,3,9,Potential
2704.0,Pärnu,,2024-04-15,319,3,1460.31,2,3,5,10,Loyal
2705.0,Tallinn,silver,2024-12-26,64,4,1871.32,4,4,5,13,VIP Champions
2706.0,Tallinn,,2024-08-21,191,4,1680.1100000000001,3,4,5,12,Loyal
2707.0,Tartu,bronze,2024-10-27,124,4,3477.2799999999997,3,4,5,12,Loyal
2708.0,Tallinn,bronze,2024-12-05,85,5,1418.79,4,5,4,13,VIP Champions
2709.0,Tallinn,bronze,2024-09-23,158,7,1724.31,3,5,5,13,VIP Champions
2710.0,Tallinn,,2025-01-05,54,1,164.3,5,1,1,7,Potential
2711.0,Tartu,gold,2024-10-11,140,3,667.14,3,3,3,9,Potential
2712.0,Tallinn,,2025-01-13,46,7,2902.95,5,5,5,15,VIP Champions
2713.0,Tallinn,,2025-12-27,-302,9,2848.88,5,5,5,15,VIP Champions
2714.0,Jõhvi,,2024-02-25,369,3,999.29,1,3,4,8,Potential
2715.0,Võru,gold,2024-08-13,199,1,83.1,3,1,1,5,At Risk
2716.0,Tallinn,silver,2024-12-30,60,4,629.1300000000001,4,4,2,10,Loyal
2717.0,Tartu,gold,2024-07-17,226,4,925.08,2,4,3,9,Potential
2719.0,Tallinn,silver,2025-02-11,17,2,441.27000000000004,5,2,2,9,Potential
2720.0,Tallinn,,2023-08-21,557,2,241.3,1,2,1,4,At Risk
2721.0,Pärnu,bronze,2024-12-06,84,5,1676.13,4,5,5,14,VIP Champions
2722.0,Tallinn,,2024-11-03,117,2,351.6,4,2,2,8,Potential
2723.0,Tartu,,2023-07-12,597,2,950.71,1,2,3,6,At Risk
2724.0,Tartu,,2024-07-07,236,2,850.9100000000001,2,2,3,7,Potential
2725.0,Haapsalu,,2024-04-06,328,3,577.87,1,3,2,6,At Risk
2726.0,Tallinn,silver,2024-12-29,61,3,462.85,4,3,2,9,Potential
2727.0,Jõhvi,silver,2025-02-09,19,2,608.0,5,2,2,9,Potential
2728.0,Tallinn,silver,2024-01-07,418,2,1128.4,1,2,4,7,Potential
2729.0,Tallinn,,2025-01-24,35,2,915.75,5,2,3,10,Loyal
2730.0,Tallinn,bronze,2024-04-30,304,4,952.61,2,4,3,9,Potential
2731.0,Tartu,,2024-03-03,362,5,1504.33,1,5,5,11,Loyal
2732.0,Tartu,gold,2024-05-05,299,4,1288.22,2,4,4,10,Loyal
2733.0,Tallinn,,2024-07-31,212,4,1288.79,2,4,4,10,Loyal
2734.0,Tallinn,,2024-11-12,108,3,1040.38,4,3,4,11,Loyal
2735.0,Tallinn,gold,2024-12-21,69,7,1697.56,4,5,5,14,VIP Champions
2737.0,Tallinn,,2024-07-22,221,1,642.84,2,1,3,6,At Risk
2739.0,Pärnu,,2026-06-28,-485,3,980.51,5,3,4,12,Loyal
2740.0,Paide,,2024-06-04,269,2,1496.63,2,2,5,9,Potential
2741.0,Tallinn,,2025-01-07,52,5,1645.34,5,5,5,15,VIP Champions
2742.0,Tallinn,,2024-08-05,207,2,1380.0,2,2,4,8,Potential
2743.0,Tallinn,,2024-11-10,110,3,739.39,4,3,3,10,Loyal
2744.0,Rakvere,gold,2024-03-10,355,5,2480.73,1,5,5,11,Loyal
2745.0,Tallinn,,2024-09-28,153,6,1455.31,3,5,5,13,VIP Champions
2746.0,Tallinn,bronze,2024-01-26,399,3,1514.81,1,3,5,9,Potential
2747.0,Kuressaare,gold,2024-04-17,317,1,51.5,2,1,1,4,At Risk
2748.0,Pärnu,silver,2024-02-26,368,3,443.95000000000005,1,3,2,6,At Risk
2749.0,Jõhvi,bronze,2025-02-27,1,4,1270.6,5,4,4,13,VIP Champions
2750.0,Haapsalu,gold,2024-09-21,160,5,1281.23,3,5,4,12,Loyal
2751.0,Tallinn,,2024-07-31,212,3,701.4,2,3,3,8,Potential
2752.0,Tallinn,gold,2024-06-18,255,1,302.86,2,1,1,4,At Risk
2754.0,Pärnu,silver,2024-07-02,241,1,253.23,2,1,1,4,At Risk
2755.0,Jõhvi,,2024-07-22,221,5,2241.7,2,5,5,12,Loyal
2756.0,Tartu,,2024-06-15,258,2,500.26,2,2,2,6,At Risk
2757.0,Võru,,2023-12-22,434,3,1054.0,1,3,4,8,Potential
2758.0,Tartu,gold,2025-01-01,58,7,1175.3899999999999,5,5,4,14,VIP Champions
2759.0,Pärnu,,2024-11-11,109,5,1448.96,4,5,5,14,VIP Champions
2760.0,Tallinn,gold,2024-05-30,274,2,499.88,2,2,2,6,At Risk
2761.0,Pärnu,bronze,2024-08-28,184,4,1249.75,3,4,4,11,Loyal
2762.0,Viljandi,silver,2024-06-04,269,3,366.59000000000003,2,3,2,7,Potential
2763.0,Jõhvi,silver,2023-12-01,455,1,552.4,1,1,2,4,At Risk
2764.0,Tartu,bronze,2024-12-19,71,4,1004.08,4,4,4,12,Loyal
2765.0,Tallinn,,2025-02-21,7,6,1349.9099999999999,5,5,4,14,VIP Champions
2766.0,Haapsalu,silver,2024-12-14,76,8,1558.16,4,5,5,14,VIP Champions
2767.0,Rakvere,silver,2024-02-05,389,3,409.75,1,3,2,6,At Risk
2768.0,Haapsalu,,2024-10-18,133,3,331.66,3,3,1,7,Potential
2770.0,Kuressaare,gold,2024-12-12,78,5,2662.2,4,5,5,14,VIP Champions
2771.0,Tallinn,bronze,2025-02-07,21,6,1437.11,5,5,5,15,VIP Champions
2772.0,Tartu,gold,2024-07-05,238,2,281.39,2,2,1,5,At Risk
2773.0,Tallinn,,2024-07-21,222,3,1085.73,2,3,4,9,Potential
2774.0,Tallinn,,2023-12-23,433,2,374.43,1,2,2,5,At Risk
2775.0,Pärnu,,2025-02-19,9,27,7923.54,5,5,5,15,VIP Champions
2776.0,Tallinn,,2024-03-23,342,1,138.13,1,1,1,3,Lost
2777.0,Narva,bronze,2024-04-24,310,3,1147.73,2,3,4,9,Potential
